_max_adv,_min_discrew,_max_discrew,_min_obs,_std_act,_min_act,_max_act,_mean_adv,_mean_act,_std_discrew,_MeanReward,ExplainedVarOld,Steps,_lr_multiplier,ExplainedVarNew,PolicyLoss,_Episode,_mean_obs,Beta,ValFuncLoss,KL,_mean_discrew,_std_adv,PolicyEntropy,_min_adv,_max_obs,_std_obs
5.01054009400012,0.0,0.2783359977688958,-0.27518758,0.46934333,0.0,4.363323,8.754761980762511e-17,2.0088863,0.0027506183653074113,17.402402300362617,0.0,4545,1.0,0.0,-0.0033831547,20,0.7431355,1.0,0.002751186140229741,0.00027656555,0.05511636053529103,0.9998962420880169,18.37651,-0.6247949538264107,3.1039836,0.17585313
5.015652556514811,0.0,0.3406183304569155,-0.36794513,0.46631438,0.0,4.363323,2.9867286076506943e-17,2.0088184,0.0032421145056416526,14.054328162697635,0.0,4758,1.0,0.0,-0.002451853,40,0.7940982,1.0,0.0032527176261942744,0.000104904175,0.0450050228827207,0.9999072489119113,18.374569,-2.3919399301146727,2.8270233,0.19048981
4.5998937166306195,0.0,0.32190544724614056,-0.31349996,0.46755576,0.0,4.363323,5.954684565347581e-18,2.0039918,0.003332203086297737,15.816028426155018,0.0,4773,1.0,0.0,-0.003519804,60,0.6908017,1.0,0.003336713694991717,0.00029182434,0.04650355659287991,0.9999007306415383,18.36177,-2.3654362695077618,2.7218359,0.16701853
5.2643309659791715,0.0,0.3050175293119311,-0.34055674,0.4647661,0.0,4.363323,2.3833718599919502e-17,2.0082707,0.0029620425831234447,14.538834811055457,0.0,4770,1.0,0.0,-0.0063283946,80,0.6498534,1.0,0.0029624370678681027,0.0001821518,0.04448668660077113,0.9999041129036493,18.348614,-2.112765387214397,3.193415,0.15038973
4.839060025715958,0.0,0.2682713785294211,-0.3825335,0.46567088,0.0,4.363323,-6.179975957904763e-18,2.009401,0.0023365563633010963,15.174256691219858,0.0,4599,1.0,0.0,-0.0038501858,100,0.8060356,1.0,0.0023467517091087515,0.00027942657,0.04851632371659314,0.9998971301916795,18.341099,-2.3266709186035883,3.1005971,0.24483876
5.441000658904449,0.0,0.2637362403679487,-0.43457144,0.4677132,0.0,4.363323,1.1130491259214414e-17,2.0064192,0.002001532689089762,13.872669214874355,0.0,5107,1.0,0.0,-0.0027254357,120,0.7617874,1.0,0.0020069801823313065,0.00012207031,0.03991632258392815,0.9998860936119128,18.338833,-2.4955143074525266,3.5117886,0.22631295
5.30038029455389,0.0,0.3172976181379092,-0.39569446,0.46311292,0.0,4.363323,1.531617177855434e-17,2.007653,0.004472434691692509,20.437528187011722,2.220446049250313e-16,5567,1.0,2.220446049250313e-16,-0.0035021855,140,0.76607156,1.0,0.004559429707921563,0.00022983551,0.06036072423178633,0.9999129480633835,18.34012,-1.9592136934183955,3.18426,0.20018363
4.21090830618086,0.0,0.25016806548805165,-0.31568217,0.46508145,0.0,4.363323,2.7743534151153588e-17,2.0069988,0.002612029352582206,15.930939131908383,0.0,4610,1.0,-2.220446049250313e-16,-0.005689956,160,0.80881757,1.0,0.002618339628299271,0.00036907196,0.05328054017141369,0.9999017160000256,18.327562,-2.4872712065919336,2.9078147,0.19006191
4.42199013628905,0.0,0.2883415091444791,-0.6565206,0.46227002,0.0,4.363323,5.502751099787804e-18,2.0071738,0.0029245834833214425,16.940964022937564,0.0,5165,1.0,0.0,-0.0032341722,180,0.79248685,1.0,0.0029337054397039304,0.00020885468,0.04863287789967589,0.9999091761572956,18.320267,-2.4380830440986148,2.699263,0.20101605
5.34426723213365,0.0,0.21394129880088997,-0.465354,0.4662651,0.0,4.363323,-2.881994872183297e-17,2.0073335,0.0017608228170506006,14.242452488737985,-2.220446049250313e-16,5424,1.0,0.0,-0.005594353,200,0.7541161,1.0,0.001812380694264805,0.00061035156,0.03648162648662083,0.9998868757914413,18.310274,-2.7404720523262585,3.3148258,0.2231071
4.4136200187810495,0.0,0.2307170769576376,-0.4308405,0.46643347,0.0,4.363323,-1.037099413625397e-17,2.0003943,0.0026972767093099157,18.98764807358504,-2.220446049250313e-16,5481,1.0,-2.220446049250313e-16,-0.0029834928,220,0.76654357,1.0,0.002731029917834311,0.0002861023,0.0515102267321002,0.9999035871709846,18.321695,-2.177081188172874,3.293654,0.2214994
5.658545840477981,0.0,0.22887377758143196,-0.60062283,0.46398124,0.0,4.363323,-1.6981702507710024e-17,2.0026138,0.001491371025927953,12.2157480749788,0.0,5021,1.0,0.0,-0.0061536767,240,0.72891474,1.0,0.0015345509165627142,0.00047779083,0.0335137465552101,0.9998816241226572,18.328894,-2.538199666941128,3.5391607,0.19378705
