Summary of the training: 
(' ave_R ', 1080.84, ' std_R ', 401.38, ' min_R ', 39.62, ' max_R ', 2060.03, ' times ', 396655264, ' epi', 154500, ' clock ', 211.5, ' min')
(' ave_R ', 1099.24, ' std_R ', 417.64, ' min_R ', 39.62, ' max_R ', 2060.03, ' times ', 396936184, ' epi', 154600, ' clock ', 211.65, ' min')
(' ave_R ', 1053.93, ' std_R ', 413.0, ' min_R ', 39.62, ' max_R ', 2060.03, ' times ', 397176970, ' epi', 154700, ' clock ', 211.78, ' min')
(' ave_R ', 1050.64, ' std_R ', 410.7, ' min_R ', 39.62, ' max_R ', 2060.03, ' times ', 397422816, ' epi', 154800, ' clock ', 211.91, ' min')
(' ave_R ', 1013.96, ' std_R ', 420.04, ' min_R ', 39.62, ' max_R ', 2060.03, ' times ', 397678514, ' epi', 154900, ' clock ', 212.05, ' min')
(' ave_R ', 1006.59, ' std_R ', 419.35, ' min_R ', 39.62, ' max_R ', 2060.03, ' times ', 397932441, ' epi', 155000, ' clock ', 212.19, ' min')
(' ave_R ', 982.35, ' std_R ', 380.37, ' min_R ', 51.93, ' max_R ', 1781.58, ' times ', 398209257, ' epi', 155100, ' clock ', 212.34, ' min')
(' ave_R ', 984.81, ' std_R ', 384.31, ' min_R ', 51.93, ' max_R ', 1781.58, ' times ', 398492387, ' epi', 155200, ' clock ', 212.48, ' min')
(' ave_R ', 1029.21, ' std_R ', 408.18, ' min_R ', 51.93, ' max_R ', 1899.43, ' times ', 398786233, ' epi', 155300, ' clock ', 212.63, ' min')
(' ave_R ', 1040.67, ' std_R ', 433.05, ' min_R ', 51.93, ' max_R ', 2109.79, ' times ', 399076847, ' epi', 155400, ' clock ', 212.78, ' min')
(' ave_R ', 1034.71, ' std_R ', 439.74, ' min_R ', 51.93, ' max_R ', 2109.79, ' times ', 399346084, ' epi', 155500, ' clock ', 212.92, ' min')
(' ave_R ', 1030.38, ' std_R ', 432.05, ' min_R ', 51.93, ' max_R ', 2109.79, ' times ', 399613743, ' epi', 155600, ' clock ', 213.06, ' min')
(' ave_R ', 1061.99, ' std_R ', 435.68, ' min_R ', 79.73, ' max_R ', 2109.79, ' times ', 399887222, ' epi', 155700, ' clock ', 213.2, ' min')
(' ave_R ', 1093.15, ' std_R ', 454.16, ' min_R ', 79.73, ' max_R ', 2109.79, ' times ', 400166903, ' epi', 155800, ' clock ', 213.35, ' min')
(' ave_R ', 1118.58, ' std_R ', 445.78, ' min_R ', 79.73, ' max_R ', 2109.79, ' times ', 400441063, ' epi', 155900, ' clock ', 213.49, ' min')
(' ave_R ', 1126.93, ' std_R ', 453.3, ' min_R ', 49.95, ' max_R ', 2109.79, ' times ', 400698040, ' epi', 156000, ' clock ', 213.63, ' min')
(' ave_R ', 1141.46, ' std_R ', 471.36, ' min_R ', 49.95, ' max_R ', 2109.79, ' times ', 400978305, ' epi', 156100, ' clock ', 213.78, ' min')
(' ave_R ', 1121.23, ' std_R ', 481.9, ' min_R ', 49.95, ' max_R ', 2109.79, ' times ', 401209141, ' epi', 156200, ' clock ', 213.91, ' min')
(' ave_R ', 1087.05, ' std_R ', 471.41, ' min_R ', 49.95, ' max_R ', 2109.79, ' times ', 401488914, ' epi', 156300, ' clock ', 214.05, ' min')
(' ave_R ', 1085.97, ' std_R ', 470.55, ' min_R ', 49.95, ' max_R ', 2083.37, ' times ', 401777881, ' epi', 156400, ' clock ', 214.2, ' min')
(' ave_R ', 1119.35, ' std_R ', 457.43, ' min_R ', 49.95, ' max_R ', 2083.37, ' times ', 402067089, ' epi', 156500, ' clock ', 214.35, ' min')
(' ave_R ', 1091.89, ' std_R ', 472.72, ' min_R ', 49.95, ' max_R ', 2083.37, ' times ', 402333958, ' epi', 156600, ' clock ', 214.49, ' min')
(' ave_R ', 1082.3, ' std_R ', 463.77, ' min_R ', 49.95, ' max_R ', 2035.09, ' times ', 402600419, ' epi', 156700, ' clock ', 214.63, ' min')
(' ave_R ', 1082.52, ' std_R ', 448.24, ' min_R ', 25.86, ' max_R ', 2035.09, ' times ', 402873110, ' epi', 156800, ' clock ', 214.78, ' min')
(' ave_R ', 1069.69, ' std_R ', 450.55, ' min_R ', 25.86, ' max_R ', 2035.09, ' times ', 403139769, ' epi', 156900, ' clock ', 214.92, ' min')
(' ave_R ', 1058.84, ' std_R ', 457.39, ' min_R ', 25.86, ' max_R ', 2035.09, ' times ', 403380238, ' epi', 157000, ' clock ', 215.06, ' min')
(' ave_R ', 1033.11, ' std_R ', 445.25, ' min_R ', 25.86, ' max_R ', 1879.11, ' times ', 403651418, ' epi', 157100, ' clock ', 215.2, ' min')
(' ave_R ', 1071.67, ' std_R ', 446.33, ' min_R ', 25.86, ' max_R ', 1879.11, ' times ', 403917848, ' epi', 157200, ' clock ', 215.34, ' min')
(' ave_R ', 1037.43, ' std_R ', 462.95, ' min_R ', 25.86, ' max_R ', 1879.11, ' times ', 404141418, ' epi', 157300, ' clock ', 215.47, ' min')
(' ave_R ', 980.13, ' std_R ', 463.31, ' min_R ', 25.86, ' max_R ', 1791.98, ' times ', 404389047, ' epi', 157400, ' clock ', 215.61, ' min')
(' ave_R ', 976.84, ' std_R ', 469.2, ' min_R ', 25.86, ' max_R ', 1791.98, ' times ', 404661698, ' epi', 157500, ' clock ', 215.76, ' min')
(' ave_R ', 980.06, ' std_R ', 468.56, ' min_R ', 25.86, ' max_R ', 1791.98, ' times ', 404916594, ' epi', 157600, ' clock ', 215.89, ' min')
(' ave_R ', 994.89, ' std_R ', 478.89, ' min_R ', 25.86, ' max_R ', 1918.56, ' times ', 405195756, ' epi', 157700, ' clock ', 216.04, ' min')
(' ave_R ', 969.81, ' std_R ', 480.48, ' min_R ', 49.4, ' max_R ', 1918.56, ' times ', 405449482, ' epi', 157800, ' clock ', 216.18, ' min')
(' ave_R ', 993.5, ' std_R ', 491.15, ' min_R ', 49.4, ' max_R ', 1918.56, ' times ', 405716419, ' epi', 157900, ' clock ', 216.32, ' min')
(' ave_R ', 1031.32, ' std_R ', 494.33, ' min_R ', 49.4, ' max_R ', 1918.56, ' times ', 405994603, ' epi', 158000, ' clock ', 216.46, ' min')
(' ave_R ', 1022.89, ' std_R ', 498.14, ' min_R ', 49.4, ' max_R ', 1918.56, ' times ', 406248365, ' epi', 158100, ' clock ', 216.6, ' min')
(' ave_R ', 999.59, ' std_R ', 499.89, ' min_R ', 49.4, ' max_R ', 1958.2, ' times ', 406513922, ' epi', 158200, ' clock ', 216.74, ' min')
(' ave_R ', 1019.19, ' std_R ', 491.67, ' min_R ', 49.4, ' max_R ', 1958.2, ' times ', 406788190, ' epi', 158300, ' clock ', 216.89, ' min')
(' ave_R ', 1073.95, ' std_R ', 466.99, ' min_R ', 49.4, ' max_R ', 1958.2, ' times ', 407075299, ' epi', 158400, ' clock ', 217.04, ' min')
(' ave_R ', 1079.71, ' std_R ', 465.63, ' min_R ', 49.4, ' max_R ', 1958.2, ' times ', 407349157, ' epi', 158500, ' clock ', 217.18, ' min')
(' ave_R ', 1060.37, ' std_R ', 463.59, ' min_R ', 49.4, ' max_R ', 1958.2, ' times ', 407594236, ' epi', 158600, ' clock ', 217.32, ' min')
(' ave_R ', 1034.98, ' std_R ', 444.09, ' min_R ', 49.4, ' max_R ', 1958.2, ' times ', 407869819, ' epi', 158700, ' clock ', 217.46, ' min')
(' ave_R ', 1054.2, ' std_R ', 435.74, ' min_R ', 69.15, ' max_R ', 1958.2, ' times ', 408139933, ' epi', 158800, ' clock ', 217.6, ' min')
(' ave_R ', 1041.45, ' std_R ', 415.35, ' min_R ', 69.15, ' max_R ', 1958.2, ' times ', 408390824, ' epi', 158900, ' clock ', 217.74, ' min')
(' ave_R ', 1011.07, ' std_R ', 395.8, ' min_R ', 69.15, ' max_R ', 1958.2, ' times ', 408650039, ' epi', 159000, ' clock ', 217.88, ' min')
(' ave_R ', 995.82, ' std_R ', 393.61, ' min_R ', 50.86, ' max_R ', 1958.2, ' times ', 408905362, ' epi', 159100, ' clock ', 218.02, ' min')
(' ave_R ', 983.22, ' std_R ', 381.31, ' min_R ', 50.86, ' max_R ', 1885.47, ' times ', 409165838, ' epi', 159200, ' clock ', 218.16, ' min')
(' ave_R ', 1003.48, ' std_R ', 406.0, ' min_R ', -0.01, ' max_R ', 1965.81, ' times ', 409430312, ' epi', 159300, ' clock ', 218.3, ' min')
(' ave_R ', 1001.13, ' std_R ', 403.37, ' min_R ', -0.01, ' max_R ', 1965.81, ' times ', 409702217, ' epi', 159400, ' clock ', 218.45, ' min')
(' ave_R ', 985.62, ' std_R ', 388.08, ' min_R ', -0.01, ' max_R ', 1965.81, ' times ', 409982026, ' epi', 159500, ' clock ', 218.59, ' min')
(' ave_R ', 1025.94, ' std_R ', 391.9, ' min_R ', -0.01, ' max_R ', 1965.81, ' times ', 410256146, ' epi', 159600, ' clock ', 218.74, ' min')
(' ave_R ', 1030.69, ' std_R ', 403.28, ' min_R ', -0.01, ' max_R ', 1965.81, ' times ', 410531423, ' epi', 159700, ' clock ', 218.88, ' min')
(' ave_R ', 983.49, ' std_R ', 413.09, ' min_R ', -0.01, ' max_R ', 1965.81, ' times ', 410774008, ' epi', 159800, ' clock ', 219.02, ' min')
(' ave_R ', 1002.57, ' std_R ', 432.46, ' min_R ', -0.01, ' max_R ', 1965.81, ' times ', 411048752, ' epi', 159900, ' clock ', 219.17, ' min')
(' ave_R ', 1020.5, ' std_R ', 441.13, ' min_R ', -0.01, ' max_R ', 1965.81, ' times ', 411314966, ' epi', 160000, ' clock ', 219.31, ' min')
(' ave_R ', 1079.62, ' std_R ', 442.56, ' min_R ', -0.01, ' max_R ', 1965.81, ' times ', 411598358, ' epi', 160100, ' clock ', 219.46, ' min')
(' ave_R ', 1110.65, ' std_R ', 447.91, ' min_R ', -0.01, ' max_R ', 1965.81, ' times ', 411876051, ' epi', 160200, ' clock ', 219.6, ' min')
(' ave_R ', 1144.89, ' std_R ', 438.85, ' min_R ', 120.77, ' max_R ', 1962.32, ' times ', 412156632, ' epi', 160300, ' clock ', 219.75, ' min')
(' ave_R ', 1125.96, ' std_R ', 453.18, ' min_R ', 120.77, ' max_R ', 1962.32, ' times ', 412392615, ' epi', 160400, ' clock ', 219.88, ' min')
(' ave_R ', 1126.74, ' std_R ', 463.62, ' min_R ', 80.96, ' max_R ', 1962.32, ' times ', 412675030, ' epi', 160500, ' clock ', 220.03, ' min')
(' ave_R ', 1093.31, ' std_R ', 467.18, ' min_R ', -0.04, ' max_R ', 1962.32, ' times ', 412917356, ' epi', 160600, ' clock ', 220.17, ' min')
(' ave_R ', 1133.77, ' std_R ', 468.82, ' min_R ', -0.04, ' max_R ', 1962.32, ' times ', 413191313, ' epi', 160700, ' clock ', 220.31, ' min')
(' ave_R ', 1164.31, ' std_R ', 451.1, ' min_R ', -0.04, ' max_R ', 1962.32, ' times ', 413447338, ' epi', 160800, ' clock ', 220.45, ' min')
(' ave_R ', 1191.51, ' std_R ', 463.51, ' min_R ', -0.04, ' max_R ', 2070.51, ' times ', 413728409, ' epi', 160900, ' clock ', 220.6, ' min')
(' ave_R ', 1164.56, ' std_R ', 470.18, ' min_R ', -0.04, ' max_R ', 2070.51, ' times ', 413972302, ' epi', 161000, ' clock ', 220.74, ' min')
(' ave_R ', 1122.71, ' std_R ', 474.85, ' min_R ', -0.04, ' max_R ', 2070.51, ' times ', 414235103, ' epi', 161100, ' clock ', 220.88, ' min')
(' ave_R ', 1104.77, ' std_R ', 484.42, ' min_R ', -0.04, ' max_R ', 2070.51, ' times ', 414493943, ' epi', 161200, ' clock ', 221.02, ' min')
(' ave_R ', 1105.25, ' std_R ', 482.27, ' min_R ', -0.04, ' max_R ', 2149.55, ' times ', 414781232, ' epi', 161300, ' clock ', 221.16, ' min')
(' ave_R ', 1139.18, ' std_R ', 476.74, ' min_R ', -0.04, ' max_R ', 2149.55, ' times ', 415062735, ' epi', 161400, ' clock ', 221.31, ' min')
(' ave_R ', 1125.95, ' std_R ', 492.22, ' min_R ', -0.04, ' max_R ', 2149.55, ' times ', 415290807, ' epi', 161500, ' clock ', 221.44, ' min')
(' ave_R ', 1132.71, ' std_R ', 489.66, ' min_R ', 84.73, ' max_R ', 2149.55, ' times ', 415556741, ' epi', 161600, ' clock ', 221.59, ' min')
(' ave_R ', 1100.03, ' std_R ', 485.97, ' min_R ', 84.73, ' max_R ', 2149.55, ' times ', 415832323, ' epi', 161700, ' clock ', 221.73, ' min')
(' ave_R ', 1106.72, ' std_R ', 496.91, ' min_R ', 84.73, ' max_R ', 2149.55, ' times ', 416105215, ' epi', 161800, ' clock ', 221.88, ' min')
(' ave_R ', 1080.29, ' std_R ', 471.57, ' min_R ', 84.73, ' max_R ', 2149.55, ' times ', 416364463, ' epi', 161900, ' clock ', 222.02, ' min')
(' ave_R ', 1080.74, ' std_R ', 472.16, ' min_R ', 84.73, ' max_R ', 2149.55, ' times ', 416614648, ' epi', 162000, ' clock ', 222.16, ' min')
(' ave_R ', 1097.93, ' std_R ', 467.97, ' min_R ', 84.73, ' max_R ', 2149.55, ' times ', 416881112, ' epi', 162100, ' clock ', 222.3, ' min')
(' ave_R ', 1098.39, ' std_R ', 468.4, ' min_R ', 46.97, ' max_R ', 2149.55, ' times ', 417140639, ' epi', 162200, ' clock ', 222.44, ' min')
(' ave_R ', 1056.92, ' std_R ', 474.29, ' min_R ', 46.97, ' max_R ', 1966.06, ' times ', 417416736, ' epi', 162300, ' clock ', 222.59, ' min')
(' ave_R ', 1030.71, ' std_R ', 459.59, ' min_R ', 46.97, ' max_R ', 1966.06, ' times ', 417666428, ' epi', 162400, ' clock ', 222.72, ' min')
(' ave_R ', 1026.03, ' std_R ', 459.55, ' min_R ', 46.97, ' max_R ', 1966.06, ' times ', 417911449, ' epi', 162500, ' clock ', 222.85, ' min')
(' ave_R ', 1041.36, ' std_R ', 457.13, ' min_R ', 46.97, ' max_R ', 1966.06, ' times ', 418206417, ' epi', 162600, ' clock ', 223.0, ' min')
(' ave_R ', 1033.07, ' std_R ', 457.43, ' min_R ', 46.97, ' max_R ', 1966.06, ' times ', 418482163, ' epi', 162700, ' clock ', 223.15, ' min')
(' ave_R ', 1057.02, ' std_R ', 468.18, ' min_R ', 31.57, ' max_R ', 2076.38, ' times ', 418772782, ' epi', 162800, ' clock ', 223.3, ' min')
(' ave_R ', 1026.53, ' std_R ', 480.0, ' min_R ', 31.57, ' max_R ', 2076.38, ' times ', 419009822, ' epi', 162900, ' clock ', 223.43, ' min')
(' ave_R ', 1094.97, ' std_R ', 517.41, ' min_R ', 31.57, ' max_R ', 2241.23, ' times ', 419305652, ' epi', 163000, ' clock ', 223.58, ' min')
(' ave_R ', 1100.7, ' std_R ', 518.26, ' min_R ', 31.57, ' max_R ', 2241.23, ' times ', 419576847, ' epi', 163100, ' clock ', 223.72, ' min')
(' ave_R ', 1133.58, ' std_R ', 520.49, ' min_R ', 31.57, ' max_R ', 2241.23, ' times ', 419866429, ' epi', 163200, ' clock ', 223.87, ' min')
(' ave_R ', 1118.53, ' std_R ', 514.74, ' min_R ', 31.57, ' max_R ', 2241.23, ' times ', 420129998, ' epi', 163300, ' clock ', 224.01, ' min')
(' ave_R ', 1129.21, ' std_R ', 526.11, ' min_R ', 31.57, ' max_R ', 2241.23, ' times ', 420401752, ' epi', 163400, ' clock ', 224.16, ' min')
(' ave_R ', 1145.96, ' std_R ', 508.52, ' min_R ', 31.57, ' max_R ', 2241.23, ' times ', 420652126, ' epi', 163500, ' clock ', 224.3, ' min')
(' ave_R ', 1149.15, ' std_R ', 523.42, ' min_R ', 31.57, ' max_R ', 2241.23, ' times ', 420891143, ' epi', 163600, ' clock ', 224.43, ' min')
(' ave_R ', 1144.55, ' std_R ', 518.93, ' min_R ', 31.57, ' max_R ', 2241.23, ' times ', 421150084, ' epi', 163700, ' clock ', 224.57, ' min')
(' ave_R ', 1127.45, ' std_R ', 501.83, ' min_R ', 134.44, ' max_R ', 2241.23, ' times ', 421414821, ' epi', 163800, ' clock ', 224.71, ' min')
(' ave_R ', 1173.99, ' std_R ', 510.73, ' min_R ', 29.59, ' max_R ', 2241.23, ' times ', 421667445, ' epi', 163900, ' clock ', 224.85, ' min')
(' ave_R ', 1115.43, ' std_R ', 478.73, ' min_R ', 29.59, ' max_R ', 1986.58, ' times ', 421916255, ' epi', 164000, ' clock ', 224.98, ' min')
(' ave_R ', 1133.56, ' std_R ', 497.98, ' min_R ', 29.59, ' max_R ', 2046.39, ' times ', 422184821, ' epi', 164100, ' clock ', 225.12, ' min')
(' ave_R ', 1122.14, ' std_R ', 500.63, ' min_R ', 29.59, ' max_R ', 2046.39, ' times ', 422454503, ' epi', 164200, ' clock ', 225.27, ' min')
(' ave_R ', 1132.31, ' std_R ', 497.11, ' min_R ', 29.59, ' max_R ', 2046.39, ' times ', 422712723, ' epi', 164300, ' clock ', 225.41, ' min')
(' ave_R ', 1123.83, ' std_R ', 501.33, ' min_R ', 29.59, ' max_R ', 2046.39, ' times ', 422928405, ' epi', 164400, ' clock ', 225.54, ' min')
(' ave_R ', 1144.36, ' std_R ', 507.42, ' min_R ', 29.59, ' max_R ', 2046.39, ' times ', 423197285, ' epi', 164500, ' clock ', 225.69, ' min')
(' ave_R ', 1125.08, ' std_R ', 517.58, ' min_R ', 3.83, ' max_R ', 2046.39, ' times ', 423455754, ' epi', 164600, ' clock ', 225.83, ' min')
(' ave_R ', 1135.7, ' std_R ', 536.55, ' min_R ', 3.83, ' max_R ', 2060.1, ' times ', 423709367, ' epi', 164700, ' clock ', 225.97, ' min')
(' ave_R ', 1121.79, ' std_R ', 540.25, ' min_R ', 3.83, ' max_R ', 2060.1, ' times ', 423992680, ' epi', 164800, ' clock ', 226.12, ' min')
(' ave_R ', 1072.82, ' std_R ', 542.5, ' min_R ', 3.83, ' max_R ', 2060.1, ' times ', 424242299, ' epi', 164900, ' clock ', 226.25, ' min')
(' ave_R ', 1079.91, ' std_R ', 547.75, ' min_R ', 3.83, ' max_R ', 2060.1, ' times ', 424521231, ' epi', 165000, ' clock ', 226.4, ' min')
(' ave_R ', 1038.78, ' std_R ', 532.45, ' min_R ', 3.83, ' max_R ', 2060.1, ' times ', 424798037, ' epi', 165100, ' clock ', 226.55, ' min')
(' ave_R ', 1052.05, ' std_R ', 521.87, ' min_R ', 3.83, ' max_R ', 2060.1, ' times ', 425078168, ' epi', 165200, ' clock ', 226.69, ' min')
(' ave_R ', 1059.51, ' std_R ', 522.72, ' min_R ', 3.83, ' max_R ', 2060.1, ' times ', 425337819, ' epi', 165300, ' clock ', 226.83, ' min')
(' ave_R ', 1079.18, ' std_R ', 528.37, ' min_R ', 3.83, ' max_R ', 2106.06, ' times ', 425587828, ' epi', 165400, ' clock ', 226.97, ' min')
(' ave_R ', 1082.82, ' std_R ', 534.79, ' min_R ', 3.83, ' max_R ', 2106.06, ' times ', 425829068, ' epi', 165500, ' clock ', 227.1, ' min')
(' ave_R ', 1088.52, ' std_R ', 517.94, ' min_R ', 59.73, ' max_R ', 2106.06, ' times ', 426085880, ' epi', 165600, ' clock ', 227.25, ' min')
(' ave_R ', 1075.32, ' std_R ', 514.6, ' min_R ', 80.32, ' max_R ', 2106.06, ' times ', 426317090, ' epi', 165700, ' clock ', 227.37, ' min')
(' ave_R ', 1091.06, ' std_R ', 515.87, ' min_R ', 47.01, ' max_R ', 2106.06, ' times ', 426576180, ' epi', 165800, ' clock ', 227.51, ' min')
(' ave_R ', 1129.17, ' std_R ', 499.94, ' min_R ', 47.01, ' max_R ', 2106.06, ' times ', 426849843, ' epi', 165900, ' clock ', 227.66, ' min')
(' ave_R ', 1183.12, ' std_R ', 520.96, ' min_R ', 47.01, ' max_R ', 2165.97, ' times ', 427131801, ' epi', 166000, ' clock ', 227.81, ' min')
(' ave_R ', 1203.95, ' std_R ', 518.31, ' min_R ', 47.01, ' max_R ', 2165.97, ' times ', 427376253, ' epi', 166100, ' clock ', 227.95, ' min')
(' ave_R ', 1149.09, ' std_R ', 532.92, ' min_R ', 47.01, ' max_R ', 2165.97, ' times ', 427611729, ' epi', 166200, ' clock ', 228.08, ' min')
(' ave_R ', 1153.59, ' std_R ', 530.26, ' min_R ', 47.01, ' max_R ', 2165.97, ' times ', 427866716, ' epi', 166300, ' clock ', 228.22, ' min')
(' ave_R ', 1156.16, ' std_R ', 528.59, ' min_R ', 47.01, ' max_R ', 2165.97, ' times ', 428124266, ' epi', 166400, ' clock ', 228.36, ' min')
(' ave_R ', 1138.7, ' std_R ', 528.77, ' min_R ', 47.01, ' max_R ', 2165.97, ' times ', 428382756, ' epi', 166500, ' clock ', 228.5, ' min')
(' ave_R ', 1121.77, ' std_R ', 535.65, ' min_R ', 47.01, ' max_R ', 2165.97, ' times ', 428587131, ' epi', 166600, ' clock ', 228.62, ' min')
(' ave_R ', 1122.11, ' std_R ', 527.33, ' min_R ', 47.01, ' max_R ', 2165.97, ' times ', 428821379, ' epi', 166700, ' clock ', 228.76, ' min')
(' ave_R ', 1098.82, ' std_R ', 529.52, ' min_R ', 48.87, ' max_R ', 2165.97, ' times ', 429045251, ' epi', 166800, ' clock ', 228.89, ' min')
(' ave_R ', 1076.46, ' std_R ', 515.12, ' min_R ', 48.87, ' max_R ', 2165.97, ' times ', 429308618, ' epi', 166900, ' clock ', 229.03, ' min')
(' ave_R ', 1032.07, ' std_R ', 488.19, ' min_R ', 48.87, ' max_R ', 2080.72, ' times ', 429560802, ' epi', 167000, ' clock ', 229.17, ' min')
(' ave_R ', 1012.85, ' std_R ', 470.59, ' min_R ', 48.87, ' max_R ', 2080.72, ' times ', 429817126, ' epi', 167100, ' clock ', 229.31, ' min')
(' ave_R ', 1075.27, ' std_R ', 476.51, ' min_R ', 48.87, ' max_R ', 2080.72, ' times ', 430097270, ' epi', 167200, ' clock ', 229.46, ' min')
(' ave_R ', 1076.88, ' std_R ', 485.11, ' min_R ', 48.87, ' max_R ', 2080.72, ' times ', 430346025, ' epi', 167300, ' clock ', 229.6, ' min')
(' ave_R ', 1055.41, ' std_R ', 479.45, ' min_R ', 48.87, ' max_R ', 1988.69, ' times ', 430579484, ' epi', 167400, ' clock ', 229.73, ' min')
(' ave_R ', 1064.62, ' std_R ', 483.94, ' min_R ', 48.87, ' max_R ', 1988.69, ' times ', 430817975, ' epi', 167500, ' clock ', 229.86, ' min')
(' ave_R ', 1124.54, ' std_R ', 495.57, ' min_R ', 58.03, ' max_R ', 2089.31, ' times ', 431097321, ' epi', 167600, ' clock ', 230.01, ' min')
(' ave_R ', 1145.66, ' std_R ', 507.46, ' min_R ', 58.03, ' max_R ', 2089.31, ' times ', 431355238, ' epi', 167700, ' clock ', 230.16, ' min')
(' ave_R ', 1155.73, ' std_R ', 496.48, ' min_R ', 58.03, ' max_R ', 2089.31, ' times ', 431603291, ' epi', 167800, ' clock ', 230.3, ' min')
(' ave_R ', 1152.45, ' std_R ', 506.18, ' min_R ', 58.03, ' max_R ', 2089.31, ' times ', 431851070, ' epi', 167900, ' clock ', 230.43, ' min')
(' ave_R ', 1148.46, ' std_R ', 509.67, ' min_R ', 58.03, ' max_R ', 2089.31, ' times ', 432128658, ' epi', 168000, ' clock ', 230.58, ' min')
(' ave_R ', 1154.53, ' std_R ', 519.43, ' min_R ', 58.03, ' max_R ', 2089.31, ' times ', 432402387, ' epi', 168100, ' clock ', 230.73, ' min')
(' ave_R ', 1153.04, ' std_R ', 536.35, ' min_R ', 58.03, ' max_R ', 2166.43, ' times ', 432668690, ' epi', 168200, ' clock ', 230.87, ' min')
(' ave_R ', 1141.24, ' std_R ', 538.16, ' min_R ', 56.57, ' max_R ', 2166.43, ' times ', 432904925, ' epi', 168300, ' clock ', 231.0, ' min')
(' ave_R ', 1179.46, ' std_R ', 524.65, ' min_R ', 56.57, ' max_R ', 2166.43, ' times ', 433176878, ' epi', 168400, ' clock ', 231.14, ' min')
(' ave_R ', 1175.77, ' std_R ', 500.85, ' min_R ', 56.57, ' max_R ', 2166.43, ' times ', 433445166, ' epi', 168500, ' clock ', 231.28, ' min')
(' ave_R ', 1157.93, ' std_R ', 483.53, ' min_R ', 56.57, ' max_R ', 2166.43, ' times ', 433712392, ' epi', 168600, ' clock ', 231.43, ' min')
(' ave_R ', 1136.69, ' std_R ', 463.68, ' min_R ', 56.57, ' max_R ', 2166.43, ' times ', 433958830, ' epi', 168700, ' clock ', 231.56, ' min')
(' ave_R ', 1171.75, ' std_R ', 479.39, ' min_R ', -0.01, ' max_R ', 2166.43, ' times ', 434231148, ' epi', 168800, ' clock ', 231.7, ' min')
(' ave_R ', 1185.11, ' std_R ', 466.06, ' min_R ', -0.01, ' max_R ', 2166.43, ' times ', 434494856, ' epi', 168900, ' clock ', 231.84, ' min')
(' ave_R ', 1181.45, ' std_R ', 455.33, ' min_R ', -0.01, ' max_R ', 2166.43, ' times ', 434746828, ' epi', 169000, ' clock ', 231.98, ' min')
(' ave_R ', 1188.25, ' std_R ', 445.23, ' min_R ', -0.01, ' max_R ', 2166.43, ' times ', 435008546, ' epi', 169100, ' clock ', 232.12, ' min')
(' ave_R ', 1180.22, ' std_R ', 406.7, ' min_R ', -0.01, ' max_R ', 1995.8, ' times ', 435280308, ' epi', 169200, ' clock ', 232.26, ' min')
(' ave_R ', 1180.5, ' std_R ', 391.28, ' min_R ', -0.01, ' max_R ', 1995.8, ' times ', 435507241, ' epi', 169300, ' clock ', 232.39, ' min')
(' ave_R ', 1166.57, ' std_R ', 389.81, ' min_R ', -0.01, ' max_R ', 1995.8, ' times ', 435774004, ' epi', 169400, ' clock ', 232.54, ' min')
(' ave_R ', 1121.81, ' std_R ', 423.9, ' min_R ', -0.01, ' max_R ', 1995.8, ' times ', 435973939, ' epi', 169500, ' clock ', 232.65, ' min')
(' ave_R ', 1101.05, ' std_R ', 435.14, ' min_R ', -0.01, ' max_R ', 1995.8, ' times ', 436256345, ' epi', 169600, ' clock ', 232.8, ' min')
(' ave_R ', 1111.38, ' std_R ', 434.87, ' min_R ', -0.01, ' max_R ', 1995.8, ' times ', 436508354, ' epi', 169700, ' clock ', 232.93, ' min')
(' ave_R ', 1061.49, ' std_R ', 430.06, ' min_R ', 5.06, ' max_R ', 1918.82, ' times ', 436736854, ' epi', 169800, ' clock ', 233.06, ' min')
