_max_adv,_min_discrew,_max_discrew,_min_obs,_std_act,_min_act,_max_act,_mean_adv,_mean_act,_std_discrew,_MeanReward,ExplainedVarOld,Steps,_lr_multiplier,ExplainedVarNew,PolicyLoss,_Episode,_mean_obs,Beta,ValFuncLoss,KL,_mean_discrew,_std_adv,PolicyEntropy,_min_adv,_max_obs,_std_obs
4.440415046046711,0.0,0.11037471138088997,-10.0,0.46676844,0.0,4.363323,-3.578058258128914e-17,2.0097485,0.0008116380254566583,14.562868446284602,0.0,4766,1.0,0.0,0.008680089,20,0.93183213,0.6666666666666666,0.000811888993639266,0.0007247925,0.028138543931396594,0.9998615167612787,18.39088,-0.7513938963570198,10.0,4.405923
4.4184268182559485,0.0,0.14177095306875784,-10.0,0.4668529,0.0,4.363323,-9.028497277764933e-18,2.0052907,0.0007788264444018751,14.444141980044847,0.0,4722,1.0,0.0,0.0005316326,40,0.9430449,0.4444444444444444,0.0007789058241090972,4.1007996e-05,0.028022369029553112,0.9998693322767179,18.396385,-1.8866122800139118,10.0,4.9854617
4.190964407390734,0.0,0.1480086650624291,-10.0,0.46638227,0.0,4.363323,4.213298729623635e-17,2.0069225,0.0008527056898429453,12.712799022041795,0.0,4722,1.0,0.0,-0.0038722262,60,0.90803915,0.2962962962962963,0.000856102317201073,0.00015544891,0.026628375167692377,0.9998763156080124,18.388668,-1.757489204706132,10.0,4.3939323
4.827682218655055,0.0,0.200031930590923,-10.0,0.4674922,0.0,4.363323,-5.2274617308081676e-17,2.008285,0.001739536606397861,17.596204843189547,0.0,5437,1.0,0.0,-0.0040690666,80,0.89436364,0.19753086419753085,0.0017719403995789624,0.00020122528,0.037504314785974255,0.9998987446663815,18.395512,-1.5968780212963545,10.0,4.3672905
4.660263415555751,0.0,0.16205351313995053,-10.0,0.46756515,0.0,4.363323,-2.5651362301808672e-17,2.005727,0.0013014493207293733,17.701882856039184,0.0,4986,1.0,0.0,-0.00437774,100,0.9257085,0.1316872427983539,0.001311788372556177,0.0004606247,0.035467006282887036,0.9998934979100706,18.358627,-1.8188756032821607,10.0,4.794595
3.696671266970849,0.0,0.1642184002660441,-10.0,0.4632163,0.0,4.363323,-2.0417894705750005e-17,2.005759,0.0013719176835309094,19.052555153333874,0.0,5568,1.0,0.0,-0.002732668,120,0.89444196,0.0877914951989026,0.0013719188622376684,0.00037193298,0.037454470968416705,0.9998977810182557,18.370914,-1.9963179535167213,10.0,4.168258
3.9876460729144054,0.0,0.14568766125498844,-10.0,0.46683344,0.0,4.363323,0.0,2.0089362,0.001131700104260218,18.563826643794823,0.0,5276,1.0,0.0,-0.0066710333,140,0.89999104,0.05852766346593507,0.0011317626184988185,0.0009698868,0.038397153868731576,0.9998929732894389,18.391623,-2.0667948416502018,10.0,3.950951
4.827791215356866,0.0,0.1866204100373763,-10.0,0.46622625,0.0,4.363323,1.0160978856630647e-17,2.010037,0.0018190883075924346,19.405877723417273,0.0,4895,1.0,0.0,-0.004148076,160,0.9258351,0.03901844231062338,0.0018317322607079812,0.0005931854,0.04213061121731898,0.9999111823643024,18.442005,-1.780206495397786,10.0,4.074983
3.5992114668802335,0.0,0.1450736106641184,-10.0,0.46874228,0.0,4.363323,3.792089316931822e-17,2.006507,0.0010622364171329042,12.820468429927189,0.0,4497,1.0,0.0,-0.004167749,180,0.93163234,0.026012294873748922,0.0011078096252669968,0.0005979538,0.026215854148624807,0.999893056773251,18.446768,-1.9062871428669408,10.0,4.3352847
5.751865960559028,0.0,0.19843463031729364,-10.0,0.46887484,0.0,4.363323,0.0,2.0087857,0.0010850151902725357,15.190771289110575,-2.220446049250313e-16,4903,1.0,-2.220446049250313e-16,-0.0075273775,200,0.9253334,0.017341529915832616,0.0010905600647664131,0.00087070465,0.0297862288544628,0.9998860679263322,18.435196,-1.8960970432702526,10.0,4.234941
