_max_adv,_min_discrew,_max_discrew,_min_obs,_std_act,_min_act,_max_act,_mean_adv,_mean_act,_std_discrew,_MeanReward,ExplainedVarOld,Steps,_lr_multiplier,ExplainedVarNew,PolicyLoss,_Episode,_mean_obs,Beta,ValFuncLoss,KL,_mean_discrew,_std_adv,PolicyEntropy,_min_adv,_max_obs,_std_obs
4.410518677584821,0.0,0.16653829610028384,-10.0,0.7545612,0.0,4.363323,-1.2716648514722151e-17,2.0040329,0.0011374154050230838,15.062650511620138,0.0,4470,1.0,0.0,-0.007577677,20,0.94042534,1.0,0.0011374913428958272,0.002322197,0.03567863738110621,0.9998778474309318,27.359335,-0.7601189790733777,10.0,4.6093783
3.5901048506633453,0.0,0.18735663932885543,-10.0,0.75447136,0.0,4.363323,-1.3213254035520226e-17,2.0052464,0.0018155234778004382,18.22665968784928,1.1102230246251565e-16,4302,1.0,1.1102230246251565e-16,-0.005890878,40,0.92964727,1.0,0.001816038147415605,0.002319336,0.04111080944037875,0.9999039775519489,27.346283,-1.8037655596754012,10.0,4.517148
4.195981978274611,0.0,0.13028634266768419,-10.0,0.7563437,0.0,4.363323,1.340646671245472e-17,2.0054421,0.0009162854378909069,11.791639529707727,0.0,4240,1.0,0.0,-0.004768041,60,0.9366222,1.0,0.000978236780855932,0.0031986237,0.02536071710388791,0.9998908501374558,27.267277,-1.931994075781548,10.0,4.506776
4.747651195569358,0.0,0.15450125201055606,-10.0,0.7563055,0.0,4.363323,2.5767642275978248e-17,2.0064154,0.0007919319184006552,13.632166355466518,0.0,4412,1.0,0.0,-0.004259461,80,0.9358861,1.0,0.0007919400659912371,0.0034923553,0.02699134148403068,0.9998697993236138,27.223444,-2.065646274082817,10.0,4.443947
3.106370785300656,0.0,0.15928344449049553,-10.0,0.7527097,0.0,4.363323,4.465812929580877e-17,2.0081143,0.0014719465772529373,20.820216605433586,0.0,4455,1.0,0.0,-0.00553687,100,0.93152547,0.6666666666666666,0.0016322811018079056,0.0014400482,0.04975710629286858,0.9998948179002193,27.200987,-1.8162065907184568,10.0,4.9009867
4.691982945099435,0.0,0.2193530905612973,-10.0,0.75250804,0.0,4.363323,2.770822269598246e-17,2.0024931,0.0018743149969225735,17.39621793061031,0.0,4103,1.0,0.0,-0.005297442,120,0.9636228,0.6666666666666666,0.001874803422019154,0.0023117065,0.0407798901021522,0.9999095314865311,27.20314,-1.7520542892779225,10.0,5.018791
3.6783893326499446,0.0,0.18906298832801335,-10.0,0.74750054,0.0,4.363323,3.925650473812708e-17,2.0022197,0.0015686910427684957,16.274712667681413,0.0,4344,1.0,0.0,-0.006477492,140,0.9402954,0.6666666666666666,0.0015686933415988062,0.0037965775,0.03691419050741518,0.9998995049076291,27.166744,-2.0233600158816856,10.0,5.047978
4.0115789880803145,0.0,0.18558352336142936,-10.0,0.7473836,0.0,4.363323,3.416070845000482e-17,2.008368,0.0018386902276074418,14.181786504021725,0.0,4160,1.0,0.0,-0.006181079,160,0.9487438,0.6666666666666666,0.001851501705457105,0.00278759,0.03388520561720434,0.9999020639098054,27.1689,-1.7550029543804437,10.0,4.904277
3.7518611143985834,0.0,0.20425351071717984,-10.0,0.7526978,0.0,4.363323,-1.7404598548930807e-17,2.009337,0.0015600954134477917,18.225272216877272,0.0,4899,1.0,0.0,-0.0033293515,180,0.90676516,0.6666666666666666,0.0015616587623812433,0.0016489029,0.03724782742128771,0.9998979324983092,27.16923,-1.9538545462321806,10.0,4.345983
4.268910032186125,0.0,0.12955625218117786,-10.0,0.7516113,0.0,4.363323,3.3226220984807115e-17,2.005921,0.0007205716472427939,11.739867724432766,0.0,4277,1.0,0.0,-0.0056333193,200,0.94728005,0.6666666666666666,0.0007741409598325404,0.0023651123,0.02389776872204692,0.9998746308401499,27.221088,-2.1276981102789523,10.0,4.817393
