_max_adv,_min_discrew,_max_discrew,_min_obs,_std_act,_min_act,_max_act,_mean_adv,_mean_act,_std_discrew,_MeanReward,ExplainedVarOld,Steps,_lr_multiplier,ExplainedVarNew,PolicyLoss,_Episode,_mean_obs,Beta,ValFuncLoss,KL,_mean_discrew,_std_adv,PolicyEntropy,_min_adv,_max_obs,_std_obs
5.6246499229903755,0.0,0.1591578168454104,-10.0,0.7567886,0.0,4.363323,2.712642274436078e-17,2.009211,0.0011174768160851728,12.298067430988416,0.0,4191,1.0,0.0,0.9422531,20,0.9458341,1.5,0.001117737677731669,0.012701035,0.030610699653331897,0.9998626715735239,27.635305,-0.6909725617792557,10.0,4.415026
4.086759472701989,0.0,0.2597361458985936,-10.0,0.7647723,0.0,4.363323,1.223754980857008e-17,2.0107172,0.0023964083912939803,17.88539218897916,0.0,4645,1.0,2.220446049250313e-16,0.26749444,40,0.93142635,2.25,0.002417144739022257,0.014019013,0.04348911483180865,0.9999123903360708,27.121094,-1.5368378755174086,10.0,4.3948636
4.50718516392996,0.0,0.1640933653003108,-10.0,0.74660283,0.0,4.363323,0.0,2.0035672,0.0011459535572581872,12.11530431162951,2.220446049250313e-16,4611,1.0,2.220446049250313e-16,-0.0013945955,60,0.92345506,1.5,0.0011989027546920532,0.00019454956,0.031466589175614554,0.9998919213935534,27.102783,-1.941002970821585,10.0,4.3828516
3.807604180877788,0.0,0.1383964237562809,-10.0,0.74530435,0.0,4.363323,2.7919164469944995e-17,2.0066807,0.001237246284066821,12.726438929413915,0.0,4072,1.0,0.0,-0.0056513576,80,0.9538173,1.5,0.0012380833361463263,0.0020618439,0.026857325524437373,0.9998964454526765,27.067907,-1.8221339924846507,10.0,4.6233797
3.9074364198245903,0.0,0.09454607149897148,-10.0,0.74515504,0.0,4.363323,-7.638533329559867e-17,2.005712,0.000728104474323251,12.523136464597698,0.0,4465,1.0,0.0,-0.005653353,100,0.92164904,1.5,0.0007309888310066485,0.0015697479,0.02705447186313798,0.9998620126961514,27.133862,-1.9146240647152264,10.0,4.7258654
4.59303690851309,0.0,0.13954650794870405,-10.0,0.7437402,0.0,4.363323,0.0,2.003442,0.0011741210441873892,12.219122125423477,0.0,4011,1.0,0.0,-0.008482908,120,0.9605375,1.5,0.0011835142503742527,0.0025501251,0.03049017882773655,0.9998852679597521,27.2034,-1.6803233242333266,10.0,4.2716527
5.101996184594117,0.0,0.20196217810945657,-10.0,0.7484143,0.0,4.363323,-3.621522608359328e-17,2.005336,0.0015560815345684082,14.544480783058424,-2.220446049250313e-16,3924,1.0,-2.220446049250313e-16,-0.0061318222,140,0.9786377,1.0,0.0015970851945524291,0.001077652,0.03806490559415962,0.9998977744670744,27.208948,-1.5881973618767125,10.0,4.6181684
5.528938648627471,0.0,0.21824700632231742,-10.0,0.7468447,0.0,4.363323,6.556334355341178e-18,2.005356,0.0013881360234839339,13.864808929552987,0.0,4335,1.0,0.0,-0.005508404,160,0.94312215,1.0,0.0013913818859633712,0.0015802383,0.035274070645165606,0.9998888529570208,27.197672,-1.8142253581666599,10.0,4.616527
5.682852754671136,0.0,0.19569814645470288,-10.0,0.7493143,0.0,4.363323,1.904514815528524e-17,2.0061836,0.0012428159220673,11.73628850724742,0.0,4477,1.0,0.0,-0.0040744287,180,0.9342857,0.6666666666666666,0.0012667401711143837,0.0014390945,0.028179780404618843,0.9998862023970067,27.180836,-1.9259456444873633,10.0,4.700555
4.010360489638688,0.0,0.13195384274745842,-10.0,0.74776477,0.0,4.363323,-6.044600049001278e-18,2.005035,0.0009591933334556787,16.9951488933144,0.0,4702,1.0,0.0,-0.0055556414,200,0.93070346,0.6666666666666666,0.0009661600493577183,0.0019226074,0.03659439072380841,0.9998871397298966,27.139526,-1.9722087565905333,10.0,4.47928
4.662674874181397,0.0,0.16804905523863678,-10.0,0.74638426,0.0,4.363323,-6.30752539511851e-18,2.006427,0.0014514331264741723,16.424451815287686,0.0,4506,1.0,0.0,-0.0062314323,220,0.93788105,0.6666666666666666,0.00145275829372838,0.0019483566,0.03570580141363221,0.9998983053564674,27.094316,-1.7918244289718916,10.0,4.6428566
4.169949944326967,0.0,0.1204374323395459,-10.0,0.7478104,0.0,4.363323,3.98528293018051e-17,2.006592,0.0010903262110109379,13.067875246137689,0.0,4279,1.0,0.0,-0.007815342,240,0.9264573,0.6666666666666666,0.0010969538591780186,0.0022411346,0.03238637328461121,0.9998940604632344,27.052378,-1.8627726415532617,10.0,4.7622375
