None
(' ave_R ', 16.23, ' std_R ', 18.71, ' min_R ', 2.86, ' max_R ', 69.69, ' times ', 5183)
(' ave_R ', 23.54, ' std_R ', 10.47, ' min_R ', 9.07, ' max_R ', 46.84, ' times ', 231540)
(' ave_R ', 17.21, ' std_R ', 9.72, ' min_R ', 0.0, ' max_R ', 38.31, ' times ', 236306)
(' ave_R ', 25.47, ' std_R ', 13.38, ' min_R ', 2.42, ' max_R ', 52.83, ' times ', 240917)
(' ave_R ', 22.31, ' std_R ', 13.21, ' min_R ', 7.49, ' max_R ', 64.17, ' times ', 245931)
(' ave_R ', 22.97, ' std_R ', 11.51, ' min_R ', 8.39, ' max_R ', 47.61, ' times ', 251218)
(' ave_R ', 19.6, ' std_R ', 10.68, ' min_R ', 5.73, ' max_R ', 42.94, ' times ', 256667)
(' ave_R ', 20.87, ' std_R ', 10.78, ' min_R ', 7.53, ' max_R ', 44.09, ' times ', 262071)
(' ave_R ', 16.19, ' std_R ', 8.02, ' min_R ', 7.3, ' max_R ', 37.05, ' times ', 267795)
(' ave_R ', 21.33, ' std_R ', 8.65, ' min_R ', 8.31, ' max_R ', 39.19, ' times ', 273551)
(' ave_R ', 20.98, ' std_R ', 10.1, ' min_R ', 8.59, ' max_R ', 42.03, ' times ', 279198)
(' ave_R ', 21.72, ' std_R ', 9.48, ' min_R ', 5.75, ' max_R ', 40.45, ' times ', 284658)
(' ave_R ', 17.53, ' std_R ', 12.1, ' min_R ', 0.0, ' max_R ', 47.13, ' times ', 289913)
(' ave_R ', 21.69, ' std_R ', 15.42, ' min_R ', 0.0, ' max_R ', 63.39, ' times ', 295076)
(' ave_R ', 15.15, ' std_R ', 9.37, ' min_R ', 0.0, ' max_R ', 35.48, ' times ', 299998)
(' ave_R ', 10.22, ' std_R ', 11.44, ' min_R ', 0.0, ' max_R ', 35.29, ' times ', 303426)
(' ave_R ', 1.27, ' std_R ', 3.51, ' min_R ', 0.0, ' max_R ', 16.05, ' times ', 306016)
(' ave_R ', 1.24, ' std_R ', 3.16, ' min_R ', 0.0, ' max_R ', 14.28, ' times ', 308588)
(' ave_R ', 1.53, ' std_R ', 3.99, ' min_R ', 0.0, ' max_R ', 17.91, ' times ', 310973)
(' ave_R ', 2.23, ' std_R ', 5.25, ' min_R ', 0.0, ' max_R ', 20.53, ' times ', 313330)
(' ave_R ', 7.8, ' std_R ', 9.31, ' min_R ', 0.0, ' max_R ', 26.99, ' times ', 316556)
(' ave_R ', 20.33, ' std_R ', 9.42, ' min_R ', 0.0, ' max_R ', 36.59, ' times ', 321637)
(' ave_R ', 23.88, ' std_R ', 9.13, ' min_R ', 10.02, ' max_R ', 41.65, ' times ', 327156)
(' ave_R ', 20.55, ' std_R ', 10.62, ' min_R ', 8.15, ' max_R ', 51.54, ' times ', 332830)
(' ave_R ', 21.92, ' std_R ', 12.28, ' min_R ', 5.63, ' max_R ', 51.59, ' times ', 338425)
(' ave_R ', 19.93, ' std_R ', 8.49, ' min_R ', 7.21, ' max_R ', 42.3, ' times ', 343852)
(' ave_R ', 24.35, ' std_R ', 7.92, ' min_R ', 10.21, ' max_R ', 43.32, ' times ', 349158)
(' ave_R ', 17.5, ' std_R ', 12.35, ' min_R ', 6.6, ' max_R ', 44.38, ' times ', 354361)
(' ave_R ', 20.15, ' std_R ', 8.11, ' min_R ', 6.64, ' max_R ', 30.62, ' times ', 359408)
(' ave_R ', 21.52, ' std_R ', 11.68, ' min_R ', 5.52, ' max_R ', 50.83, ' times ', 364296)
(' ave_R ', 19.14, ' std_R ', 8.24, ' min_R ', 6.49, ' max_R ', 35.46, ' times ', 369185)
(' ave_R ', 21.72, ' std_R ', 11.75, ' min_R ', 4.62, ' max_R ', 50.37, ' times ', 373888)
(' ave_R ', 27.85, ' std_R ', 10.55, ' min_R ', 10.05, ' max_R ', 46.71, ' times ', 378495)
(' ave_R ', 21.65, ' std_R ', 10.11, ' min_R ', 5.71, ' max_R ', 41.72, ' times ', 383101)
(' ave_R ', 27.32, ' std_R ', 12.2, ' min_R ', 2.52, ' max_R ', 48.34, ' times ', 387647)
(' ave_R ', 21.76, ' std_R ', 11.43, ' min_R ', 6.48, ' max_R ', 49.51, ' times ', 392206)
(' ave_R ', 26.35, ' std_R ', 17.15, ' min_R ', 1.81, ' max_R ', 62.04, ' times ', 396448)
(' ave_R ', 23.78, ' std_R ', 16.6, ' min_R ', 0.0, ' max_R ', 67.6, ' times ', 400553)
(' ave_R ', 20.77, ' std_R ', 16.17, ' min_R ', 0.0, ' max_R ', 57.83, ' times ', 403523)
(' ave_R ', 23.35, ' std_R ', 18.34, ' min_R ', 0.0, ' max_R ', 67.82, ' times ', 406468)
(' ave_R ', 23.22, ' std_R ', 14.38, ' min_R ', 0.74, ' max_R ', 51.23, ' times ', 409367)
(' ave_R ', 13.28, ' std_R ', 14.79, ' min_R ', 0.0, ' max_R ', 47.26, ' times ', 411598)
(' ave_R ', 19.64, ' std_R ', 16.56, ' min_R ', 0.0, ' max_R ', 54.86, ' times ', 414140)
(' ave_R ', 26.69, ' std_R ', 20.56, ' min_R ', 0.82, ' max_R ', 67.01, ' times ', 416472)
(' ave_R ', 19.9, ' std_R ', 14.53, ' min_R ', 0.78, ' max_R ', 44.14, ' times ', 419593)
(' ave_R ', 19.73, ' std_R ', 15.22, ' min_R ', 0.0, ' max_R ', 48.71, ' times ', 422195)
(' ave_R ', 17.47, ' std_R ', 16.51, ' min_R ', 0.0, ' max_R ', 58.7, ' times ', 425037)
(' ave_R ', 23.8, ' std_R ', 19.53, ' min_R ', 0.81, ' max_R ', 64.83, ' times ', 427611)
(' ave_R ', 11.19, ' std_R ', 11.49, ' min_R ', 0.0, ' max_R ', 39.82, ' times ', 430149)
(' ave_R ', 16.25, ' std_R ', 15.47, ' min_R ', 0.0, ' max_R ', 53.49, ' times ', 432667)
(' ave_R ', 14.23, ' std_R ', 14.26, ' min_R ', 0.0, ' max_R ', 42.39, ' times ', 434849)
(' ave_R ', 19.38, ' std_R ', 17.72, ' min_R ', 0.0, ' max_R ', 62.04, ' times ', 437746)
(' ave_R ', 13.72, ' std_R ', 10.7, ' min_R ', 0.0, ' max_R ', 34.33, ' times ', 440205)
(' ave_R ', 19.96, ' std_R ', 16.41, ' min_R ', 0.0, ' max_R ', 56.67, ' times ', 442711)
(' ave_R ', 16.27, ' std_R ', 11.28, ' min_R ', 0.0, ' max_R ', 45.85, ' times ', 445342)
(' ave_R ', 16.9, ' std_R ', 16.42, ' min_R ', 0.0, ' max_R ', 51.01, ' times ', 447828)
(' ave_R ', 20.01, ' std_R ', 14.3, ' min_R ', 0.0, ' max_R ', 46.67, ' times ', 450510)
(' ave_R ', 18.84, ' std_R ', 16.97, ' min_R ', 0.0, ' max_R ', 66.92, ' times ', 453060)
(' ave_R ', 22.08, ' std_R ', 16.25, ' min_R ', 0.0, ' max_R ', 52.86, ' times ', 455984)
(' ave_R ', 14.72, ' std_R ', 14.31, ' min_R ', 0.0, ' max_R ', 50.0, ' times ', 458383)
(' ave_R ', 21.31, ' std_R ', 17.58, ' min_R ', 0.0, ' max_R ', 52.55, ' times ', 460888)
(' ave_R ', 17.64, ' std_R ', 15.71, ' min_R ', 0.0, ' max_R ', 60.03, ' times ', 463654)
(' ave_R ', 13.3, ' std_R ', 11.94, ' min_R ', 0.0, ' max_R ', 39.16, ' times ', 466580)
(' ave_R ', 17.2, ' std_R ', 14.47, ' min_R ', 0.0, ' max_R ', 52.78, ' times ', 468878)
(' ave_R ', 16.93, ' std_R ', 13.54, ' min_R ', 0.0, ' max_R ', 43.85, ' times ', 471484)
(' ave_R ', 14.03, ' std_R ', 15.43, ' min_R ', 0.0, ' max_R ', 64.31, ' times ', 473954)
(' ave_R ', 15.9, ' std_R ', 14.47, ' min_R ', 0.0, ' max_R ', 53.89, ' times ', 476602)
(' ave_R ', 23.97, ' std_R ', 14.71, ' min_R ', 0.0, ' max_R ', 53.86, ' times ', 479245)
(' ave_R ', 19.62, ' std_R ', 16.41, ' min_R ', 0.0, ' max_R ', 51.58, ' times ', 481952)
(' ave_R ', 20.67, ' std_R ', 15.55, ' min_R ', 0.0, ' max_R ', 52.71, ' times ', 484555)
(' ave_R ', 22.17, ' std_R ', 18.46, ' min_R ', 0.0, ' max_R ', 81.58, ' times ', 487027)
(' ave_R ', 21.03, ' std_R ', 19.66, ' min_R ', 0.0, ' max_R ', 71.33, ' times ', 489762)
(' ave_R ', 25.15, ' std_R ', 17.33, ' min_R ', 0.0, ' max_R ', 54.52, ' times ', 492114)
(' ave_R ', 17.44, ' std_R ', 16.67, ' min_R ', 0.0, ' max_R ', 52.27, ' times ', 494329)
(' ave_R ', 13.37, ' std_R ', 13.67, ' min_R ', 0.0, ' max_R ', 43.8, ' times ', 496755)
(' ave_R ', 10.98, ' std_R ', 11.37, ' min_R ', 0.0, ' max_R ', 43.87, ' times ', 499218)
(' ave_R ', 14.43, ' std_R ', 14.21, ' min_R ', 0.0, ' max_R ', 59.77, ' times ', 501581)
(' ave_R ', 22.07, ' std_R ', 20.35, ' min_R ', 0.0, ' max_R ', 71.49, ' times ', 504025)
(' ave_R ', 12.9, ' std_R ', 17.59, ' min_R ', 0.0, ' max_R ', 68.84, ' times ', 506561)
(' ave_R ', 15.71, ' std_R ', 13.28, ' min_R ', 0.0, ' max_R ', 40.89, ' times ', 509107)
(' ave_R ', 17.51, ' std_R ', 15.93, ' min_R ', 0.0, ' max_R ', 48.44, ' times ', 511810)
(' ave_R ', 22.64, ' std_R ', 18.32, ' min_R ', 0.0, ' max_R ', 69.46, ' times ', 514676)
(' ave_R ', 18.99, ' std_R ', 13.67, ' min_R ', 0.0, ' max_R ', 44.98, ' times ', 517454)
(' ave_R ', 17.13, ' std_R ', 13.44, ' min_R ', 0.0, ' max_R ', 47.93, ' times ', 520146)
(' ave_R ', 13.07, ' std_R ', 10.3, ' min_R ', 0.0, ' max_R ', 36.42, ' times ', 523008)
(' ave_R ', 13.59, ' std_R ', 14.02, ' min_R ', 0.0, ' max_R ', 43.69, ' times ', 525478)
(' ave_R ', 16.86, ' std_R ', 17.62, ' min_R ', 0.0, ' max_R ', 58.79, ' times ', 527565)
(' ave_R ', 13.99, ' std_R ', 13.84, ' min_R ', 0.0, ' max_R ', 52.4, ' times ', 529951)
(' ave_R ', 13.87, ' std_R ', 17.22, ' min_R ', 0.0, ' max_R ', 51.44, ' times ', 532283)
(' ave_R ', 25.73, ' std_R ', 19.48, ' min_R ', 0.0, ' max_R ', 63.21, ' times ', 534428)
(' ave_R ', 13.18, ' std_R ', 12.04, ' min_R ', 0.0, ' max_R ', 38.25, ' times ', 536930)
(' ave_R ', 11.97, ' std_R ', 14.25, ' min_R ', 0.0, ' max_R ', 53.43, ' times ', 539309)
(' ave_R ', 15.83, ' std_R ', 17.75, ' min_R ', 0.0, ' max_R ', 62.94, ' times ', 541783)
(' ave_R ', 15.36, ' std_R ', 15.0, ' min_R ', 0.0, ' max_R ', 58.57, ' times ', 543800)
(' ave_R ', 19.75, ' std_R ', 14.25, ' min_R ', 0.0, ' max_R ', 48.45, ' times ', 546461)
(' ave_R ', 20.82, ' std_R ', 16.17, ' min_R ', 0.0, ' max_R ', 57.81, ' times ', 549665)
(' ave_R ', 18.5, ' std_R ', 16.18, ' min_R ', 0.0, ' max_R ', 53.16, ' times ', 551806)
(' ave_R ', 19.1, ' std_R ', 14.53, ' min_R ', 0.0, ' max_R ', 48.37, ' times ', 554425)
(' ave_R ', 18.47, ' std_R ', 16.0, ' min_R ', 0.0, ' max_R ', 54.8, ' times ', 557425)
(' ave_R ', 18.7, ' std_R ', 16.38, ' min_R ', 0.0, ' max_R ', 48.94, ' times ', 559647)
(' ave_R ', 11.12, ' std_R ', 14.29, ' min_R ', 0.0, ' max_R ', 54.06, ' times ', 562196)
(' ave_R ', 17.21, ' std_R ', 16.38, ' min_R ', 0.0, ' max_R ', 51.6, ' times ', 564943)
(' ave_R ', 19.18, ' std_R ', 15.24, ' min_R ', 0.0, ' max_R ', 50.78, ' times ', 567279)
(' ave_R ', 11.39, ' std_R ', 11.0, ' min_R ', 0.0, ' max_R ', 32.36, ' times ', 569833)
(' ave_R ', 15.5, ' std_R ', 14.15, ' min_R ', 0.0, ' max_R ', 64.61, ' times ', 572841)
(' ave_R ', 19.66, ' std_R ', 18.21, ' min_R ', 0.0, ' max_R ', 57.49, ' times ', 575319)
(' ave_R ', 18.44, ' std_R ', 15.15, ' min_R ', 0.0, ' max_R ', 62.19, ' times ', 578105)
(' ave_R ', 23.51, ' std_R ', 18.53, ' min_R ', 0.0, ' max_R ', 69.91, ' times ', 580703)
(' ave_R ', 18.82, ' std_R ', 14.89, ' min_R ', 0.0, ' max_R ', 51.57, ' times ', 583446)
(' ave_R ', 21.0, ' std_R ', 17.1, ' min_R ', 0.98, ' max_R ', 60.97, ' times ', 586188)
(' ave_R ', 16.64, ' std_R ', 14.04, ' min_R ', 0.0, ' max_R ', 54.07, ' times ', 588703)
(' ave_R ', 14.58, ' std_R ', 13.23, ' min_R ', 0.0, ' max_R ', 42.52, ' times ', 591183)
(' ave_R ', 21.56, ' std_R ', 14.74, ' min_R ', 0.0, ' max_R ', 53.32, ' times ', 593721)
(' ave_R ', 16.04, ' std_R ', 15.75, ' min_R ', 0.0, ' max_R ', 46.72, ' times ', 596271)
(' ave_R ', 15.25, ' std_R ', 16.54, ' min_R ', 0.0, ' max_R ', 52.67, ' times ', 598555)
(' ave_R ', 23.57, ' std_R ', 12.86, ' min_R ', 2.51, ' max_R ', 52.27, ' times ', 601038)
(' ave_R ', 16.57, ' std_R ', 13.19, ' min_R ', 0.0, ' max_R ', 47.47, ' times ', 603897)
(' ave_R ', 15.27, ' std_R ', 14.4, ' min_R ', 0.0, ' max_R ', 50.72, ' times ', 606570)
(' ave_R ', 12.95, ' std_R ', 11.03, ' min_R ', 0.0, ' max_R ', 35.76, ' times ', 609547)
(' ave_R ', 15.77, ' std_R ', 13.6, ' min_R ', 0.0, ' max_R ', 39.54, ' times ', 612142)
(' ave_R ', 15.07, ' std_R ', 12.1, ' min_R ', 0.0, ' max_R ', 47.5, ' times ', 614323)
(' ave_R ', 19.5, ' std_R ', 15.14, ' min_R ', 0.0, ' max_R ', 58.06, ' times ', 617144)
(' ave_R ', 14.01, ' std_R ', 14.55, ' min_R ', 0.0, ' max_R ', 44.16, ' times ', 619477)
(' ave_R ', 12.7, ' std_R ', 15.91, ' min_R ', 0.0, ' max_R ', 55.41, ' times ', 621792)
(' ave_R ', 14.59, ' std_R ', 12.55, ' min_R ', 0.0, ' max_R ', 51.92, ' times ', 624396)
(' ave_R ', 19.52, ' std_R ', 17.77, ' min_R ', 0.0, ' max_R ', 59.61, ' times ', 627353)
(' ave_R ', 19.15, ' std_R ', 17.04, ' min_R ', 0.0, ' max_R ', 51.38, ' times ', 630106)
(' ave_R ', 23.09, ' std_R ', 17.06, ' min_R ', 0.0, ' max_R ', 51.44, ' times ', 632786)
(' ave_R ', 17.3, ' std_R ', 14.75, ' min_R ', 0.0, ' max_R ', 41.02, ' times ', 635189)
(' ave_R ', 15.17, ' std_R ', 14.05, ' min_R ', 0.0, ' max_R ', 43.85, ' times ', 637599)
(' ave_R ', 17.39, ' std_R ', 14.55, ' min_R ', 0.0, ' max_R ', 55.41, ' times ', 639911)
(' ave_R ', 19.91, ' std_R ', 18.52, ' min_R ', 0.0, ' max_R ', 58.44, ' times ', 642581)
(' ave_R ', 21.71, ' std_R ', 18.35, ' min_R ', 0.0, ' max_R ', 52.09, ' times ', 644772)
(' ave_R ', 13.59, ' std_R ', 15.18, ' min_R ', 0.0, ' max_R ', 57.53, ' times ', 647193)
(' ave_R ', 21.43, ' std_R ', 18.2, ' min_R ', 0.0, ' max_R ', 58.72, ' times ', 649594)
(' ave_R ', 17.99, ' std_R ', 15.26, ' min_R ', 0.0, ' max_R ', 43.84, ' times ', 652190)
(' ave_R ', 15.99, ' std_R ', 13.52, ' min_R ', 0.0, ' max_R ', 42.98, ' times ', 655319)
(' ave_R ', 18.12, ' std_R ', 13.76, ' min_R ', 0.0, ' max_R ', 54.19, ' times ', 658095)
(' ave_R ', 22.59, ' std_R ', 13.35, ' min_R ', 0.0, ' max_R ', 46.56, ' times ', 661205)
(' ave_R ', 21.89, ' std_R ', 14.68, ' min_R ', 0.0, ' max_R ', 48.87, ' times ', 663724)
(' ave_R ', 11.74, ' std_R ', 14.4, ' min_R ', 0.0, ' max_R ', 50.59, ' times ', 666290)
(' ave_R ', 21.58, ' std_R ', 17.41, ' min_R ', 0.0, ' max_R ', 56.5, ' times ', 668621)
(' ave_R ', 17.91, ' std_R ', 11.49, ' min_R ', 0.0, ' max_R ', 37.38, ' times ', 671338)
(' ave_R ', 19.8, ' std_R ', 14.64, ' min_R ', 0.0, ' max_R ', 39.77, ' times ', 673875)
(' ave_R ', 18.89, ' std_R ', 16.62, ' min_R ', 0.0, ' max_R ', 61.23, ' times ', 676755)
(' ave_R ', 19.16, ' std_R ', 19.3, ' min_R ', 0.0, ' max_R ', 57.52, ' times ', 679136)
(' ave_R ', 17.16, ' std_R ', 16.56, ' min_R ', 0.0, ' max_R ', 67.44, ' times ', 681841)
(' ave_R ', 20.49, ' std_R ', 14.29, ' min_R ', 0.0, ' max_R ', 45.32, ' times ', 684929)
(' ave_R ', 11.58, ' std_R ', 14.3, ' min_R ', 0.0, ' max_R ', 43.43, ' times ', 687081)
(' ave_R ', 10.92, ' std_R ', 9.9, ' min_R ', 0.0, ' max_R ', 39.01, ' times ', 690232)
(' ave_R ', 20.66, ' std_R ', 13.62, ' min_R ', 0.0, ' max_R ', 60.7, ' times ', 693486)
(' ave_R ', 19.69, ' std_R ', 17.4, ' min_R ', 0.0, ' max_R ', 57.04, ' times ', 695726)
(' ave_R ', 17.34, ' std_R ', 16.48, ' min_R ', 0.0, ' max_R ', 48.35, ' times ', 698431)
(' ave_R ', 26.19, ' std_R ', 17.5, ' min_R ', 0.0, ' max_R ', 67.75, ' times ', 701489)
(' ave_R ', 22.37, ' std_R ', 16.74, ' min_R ', 0.0, ' max_R ', 52.19, ' times ', 704153)
(' ave_R ', 16.65, ' std_R ', 15.17, ' min_R ', 0.0, ' max_R ', 53.9, ' times ', 706975)
(' ave_R ', 16.73, ' std_R ', 16.23, ' min_R ', 0.0, ' max_R ', 55.24, ' times ', 709434)
(' ave_R ', 16.86, ' std_R ', 15.64, ' min_R ', 0.0, ' max_R ', 47.16, ' times ', 712078)
(' ave_R ', 16.28, ' std_R ', 15.42, ' min_R ', 0.0, ' max_R ', 57.47, ' times ', 714870)
(' ave_R ', 13.83, ' std_R ', 13.6, ' min_R ', 0.0, ' max_R ', 39.71, ' times ', 717769)
(' ave_R ', 16.0, ' std_R ', 20.1, ' min_R ', 0.0, ' max_R ', 61.23, ' times ', 719911)
(' ave_R ', 21.69, ' std_R ', 15.72, ' min_R ', 0.0, ' max_R ', 48.81, ' times ', 722384)
(' ave_R ', 14.68, ' std_R ', 14.46, ' min_R ', 0.0, ' max_R ', 46.06, ' times ', 724956)
(' ave_R ', 14.42, ' std_R ', 11.14, ' min_R ', 0.0, ' max_R ', 40.7, ' times ', 727164)
(' ave_R ', 15.0, ' std_R ', 11.22, ' min_R ', 0.0, ' max_R ', 34.54, ' times ', 729536)
(' ave_R ', 14.16, ' std_R ', 13.39, ' min_R ', 0.0, ' max_R ', 43.34, ' times ', 732102)
(' ave_R ', 23.01, ' std_R ', 16.85, ' min_R ', 0.0, ' max_R ', 58.75, ' times ', 734986)
(' ave_R ', 19.85, ' std_R ', 16.17, ' min_R ', 0.0, ' max_R ', 54.92, ' times ', 737166)
(' ave_R ', 20.64, ' std_R ', 16.66, ' min_R ', 0.0, ' max_R ', 62.29, ' times ', 739912)
(' ave_R ', 17.14, ' std_R ', 14.6, ' min_R ', 0.0, ' max_R ', 50.04, ' times ', 742647)
(' ave_R ', 19.35, ' std_R ', 12.6, ' min_R ', 0.84, ' max_R ', 50.77, ' times ', 745110)
(' ave_R ', 20.79, ' std_R ', 17.82, ' min_R ', 0.0, ' max_R ', 69.44, ' times ', 747480)
(' ave_R ', 21.21, ' std_R ', 14.28, ' min_R ', 0.0, ' max_R ', 53.38, ' times ', 750237)
(' ave_R ', 21.1, ' std_R ', 22.45, ' min_R ', 0.0, ' max_R ', 76.61, ' times ', 753159)
(' ave_R ', 17.99, ' std_R ', 16.85, ' min_R ', 0.0, ' max_R ', 56.14, ' times ', 755761)
(' ave_R ', 22.29, ' std_R ', 20.08, ' min_R ', 0.0, ' max_R ', 71.94, ' times ', 758340)
(' ave_R ', 15.17, ' std_R ', 13.62, ' min_R ', 0.0, ' max_R ', 44.85, ' times ', 761072)
(' ave_R ', 20.68, ' std_R ', 16.08, ' min_R ', 0.0, ' max_R ', 65.25, ' times ', 763823)
(' ave_R ', 16.78, ' std_R ', 11.7, ' min_R ', 0.0, ' max_R ', 37.64, ' times ', 766507)
(' ave_R ', 14.38, ' std_R ', 14.19, ' min_R ', 0.0, ' max_R ', 51.39, ' times ', 768829)
(' ave_R ', 22.84, ' std_R ', 20.71, ' min_R ', 0.0, ' max_R ', 78.94, ' times ', 771581)
(' ave_R ', 18.53, ' std_R ', 17.6, ' min_R ', 0.0, ' max_R ', 70.45, ' times ', 774240)
(' ave_R ', 18.79, ' std_R ', 13.11, ' min_R ', 0.0, ' max_R ', 45.76, ' times ', 776925)
(' ave_R ', 21.22, ' std_R ', 16.45, ' min_R ', 0.0, ' max_R ', 66.01, ' times ', 779493)
(' ave_R ', 20.89, ' std_R ', 16.91, ' min_R ', 0.0, ' max_R ', 62.89, ' times ', 782221)
(' ave_R ', 15.02, ' std_R ', 11.96, ' min_R ', 0.0, ' max_R ', 36.11, ' times ', 784945)
(' ave_R ', 16.74, ' std_R ', 14.27, ' min_R ', 0.0, ' max_R ', 61.64, ' times ', 787542)
(' ave_R ', 14.23, ' std_R ', 11.34, ' min_R ', 0.0, ' max_R ', 36.48, ' times ', 790468)
